18E8440 ; mnawiawal ; 25 ; 19.00 
25J6349 ; fdjlsn ; 30 ; 5.00 
12L7986 ; mkvox`qrw ; 19 ; 3.00 
21C4641 ; eb_c ; 27 ; 18.00 
26H0428 ; ab_bttbu ; 18 ; 2.00 
10N4626 ; dixcrqh_ ; 30 ; 10.00 
23Y3200 ; rrvpefrri ; 22 ; 20.00 
12D9502 ; r_go ; 29 ; 13.00 
18P2007 ; o_ev ; 24 ; 9.00 
22A8677 ; nhsi ; 31 ; 10.00 
21Q3136 ; wnqoo_ ; 27 ; 1.00 
19O8786 ; o`tk ; 24 ; 14.00 
27Z9232 ; dm_xcqxs ; 16 ; 1.00 
22I6240 ; uflgnevpn ; 21 ; 11.00 
10J4661 ; hvkj ; 26 ; 12.00 
16O0852 ; ds_lppdtt ; 19 ; 1.00 
17Z0038 ; rj`xfrnwv ; 21 ; 2.00 
12F5344 ; p_taed ; 27 ; 1.00 
22X7760 ; qaso ; 31 ; 12.00 
10P3580 ; bxx_agfdd ; 23 ; 19.00 
18R6066 ; oumrx_ ; 28 ; 10.00 
28O2340 ; ocntho ; 27 ; 9.00 
17Z1365 ; ankbnuk ; 30 ; 17.00 
11I8362 ; fao_ndu ; 24 ; 5.00 
23K7678 ; qk_c ; 26 ; 9.00 
27N3076 ; kefkvkjqp ; 30 ; 10.00 
29I0029 ; pngs ; 18 ; 15.00 
28U4646 ; pn`eatvs ; 23 ; 20.00 
17T6904 ; tm_sahmx ; 27 ; 0.00 
22S0134 ; phlek ; 23 ; 2.00 
25Q3992 ; vaefofcc ; 20 ; 7.00 
15V2167 ; cphpuox ; 30 ; 19.00 
17J0109 ; cgsh ; 21 ; 13.00 
22Y7354 ; td`k`p ; 23 ; 13.00 
18Z0002 ; ws_td ; 23 ; 11.00 
23W0677 ; egwtk ; 16 ; 4.00 
12G5436 ; mi`o ; 29 ; 17.00 
21T4483 ; nkuvi ; 17 ; 3.00 
17N7051 ; `irjjippf ; 20 ; 11.00 
10Z5403 ; l`xxeu ; 28 ; 10.00 
19A5487 ; vlhpsdci ; 26 ; 20.00 
20T0424 ; forsjwv ; 27 ; 20.00 
18I4171 ; qgqakvs_ ; 24 ; 7.00 
13K1223 ; jnax ; 16 ; 1.00 
23Y4017 ; jbvw`p_t ; 25 ; 17.00 
18W1039 ; ajrxpqcn ; 22 ; 15.00 
11B6944 ; pg`ihw ; 16 ; 3.00 
21V4568 ; xr_b ; 27 ; 7.00 
27Q8592 ; ``camlacv ; 27 ; 1.00 
28O5600 ; utinc ; 22 ; 12.00 
27A5953 ; drqivorxj ; 27 ; 0.00 
11M4761 ; xbves ; 25 ; 8.00 
14L9972 ; bpnwq ; 28 ; 7.00 
10P4400 ; qehpk ; 21 ; 2.00 
25W0677 ; bcmqbe ; 29 ; 9.00 
17M4297 ; rteihid ; 16 ; 6.00 
27O5482 ; uaudxprfd ; 22 ; 2.00 
13S9014 ; jrewurk ; 27 ; 3.00 
29A3020 ; ns_t_v` ; 25 ; 9.00 
29T9822 ; cgnrkx ; 16 ; 5.00 
25T0639 ; nginid ; 25 ; 2.00 
18G4069 ; _qfkrxor ; 25 ; 12.00 
21A0929 ; fxcomwquc ; 22 ; 7.00 
26O6477 ; toocftd ; 30 ; 11.00 
29J2070 ; loksq_bi ; 28 ; 14.00 
15F0230 ; dccro ; 29 ; 8.00 
13U5589 ; ubnwe ; 25 ; 8.00 
12K1464 ; x`ob ; 18 ; 11.00 
16J5240 ; jnsmcq ; 19 ; 6.00 
21S7245 ; gtixwggd ; 27 ; 9.00 
11V9452 ; tfxs ; 17 ; 11.00 
25D3142 ; roks_sx ; 21 ; 7.00 
23J0985 ; lqiifsrmv ; 29 ; 18.00 
15E1713 ; lipbe ; 30 ; 12.00 
15E7035 ; d_bxm ; 31 ; 20.00 
25P6607 ; rsqkvw ; 30 ; 17.00 
27R0896 ; qesptvhcw ; 28 ; 18.00 
26X5827 ; rqjfdswp ; 20 ; 3.00 
25G6237 ; jfoj_hq ; 31 ; 4.00 
11D4379 ; aquuukro ; 24 ; 8.00 
11E7007 ; kwijic ; 27 ; 11.00 
16N6628 ; m_ehq_ ; 23 ; 13.00 
17A0776 ; m_b_ekoti ; 26 ; 1.00 
18J6435 ; cjicd_ccb ; 16 ; 14.00 
26X8414 ; wuhdcfo ; 28 ; 18.00 
11U4336 ; fpok ; 29 ; 10.00 
21M3579 ; olrt ; 31 ; 6.00 
14Z0524 ; `gni ; 17 ; 8.00 
18W2947 ; _bbooxli` ; 25 ; 8.00 
27J5344 ; bixkgkjm ; 23 ; 17.00 
18V9015 ; xfuatvs ; 21 ; 15.00 
25W9041 ; pvvdsr ; 29 ; 3.00 
18H4407 ; wfnw`uslp ; 17 ; 2.00 
29J3603 ; dwdqmq`q ; 20 ; 2.00 
21D9238 ; _vbruusf ; 16 ; 16.00 
11L9543 ; iooktlk_s ; 18 ; 9.00 
25E4870 ; repewwr ; 21 ; 12.00 
18A0247 ; etv_vbdif ; 16 ; 14.00 
16U2058 ; lcfqopsi ; 31 ; 0.00 
22T6034 ; ba`jfhr`j ; 22 ; 2.00 
10D0610 ; qard_h_qv ; 29 ; 4.00 
28N0141 ; wnrolrsn` ; 23 ; 20.00 
23L2255 ; efqowsdo ; 22 ; 13.00 
25A2203 ; kkherkp ; 21 ; 18.00 
18R4462 ; wpum`wg ; 24 ; 16.00 
12T6152 ; lumf ; 21 ; 2.00 
21S9844 ; pjhfm ; 18 ; 8.00 
16I2185 ; _oauehxf_ ; 21 ; 10.00 
13T4061 ; stxjfkr`p ; 27 ; 0.00 
10G1434 ; urnvre ; 30 ; 20.00 
15U3191 ; wjg`c`pj ; 29 ; 7.00 
18N0433 ; e_jwnvbju ; 28 ; 7.00 
27C8315 ; t_ar ; 18 ; 1.00 
16I5075 ; wvgt ; 31 ; 14.00 
29Y9609 ; ese`uiuqe ; 30 ; 17.00 
15R3251 ; puslncl ; 20 ; 3.00 
24K7006 ; aqtgu ; 16 ; 2.00 
29Z3581 ; u`dldq ; 26 ; 5.00 
18A1020 ; usrer ; 25 ; 15.00 
11F8651 ; digqqa ; 28 ; 1.00 
18I8988 ; woje ; 23 ; 15.00 
12O1086 ; wfxgx ; 19 ; 7.00 
13Z4973 ; lcjcnpnsd ; 21 ; 9.00 
13G4651 ; pf`c ; 29 ; 2.00 
17M7325 ; jtadivi ; 20 ; 1.00 
29Q5819 ; o_rv`w ; 19 ; 0.00 
20B3560 ; pd`ood ; 31 ; 2.00 
19M6050 ; f_ag_fd ; 29 ; 15.00 
16H1930 ; wcwb ; 27 ; 0.00 
15M6519 ; ``qj ; 21 ; 4.00 
11N5986 ; pmbq ; 28 ; 6.00 
23B9838 ; gbuj ; 16 ; 2.00 
21S3278 ; `motcr ; 29 ; 1.00 
28A2067 ; _xtvj`mi ; 18 ; 0.00 
27O0156 ; mlpblmo ; 21 ; 16.00 
14D6885 ; nsx`e ; 18 ; 8.00 
22T4918 ; kpjad`nt ; 31 ; 9.00 
13M8872 ; xtbf ; 16 ; 3.00 
23X6716 ; mshtvxo ; 17 ; 12.00 
14O8560 ; lksukpd ; 24 ; 16.00 
27N6278 ; wfpm ; 28 ; 15.00 
17I0263 ; jbmfn ; 23 ; 16.00 
21R8031 ; nplxg`p ; 23 ; 6.00 
13H6144 ; `k`r ; 31 ; 13.00 
16H5886 ; ebedlhwmq ; 21 ; 15.00 
23H6783 ; bskrjc_ ; 22 ; 20.00 
16B4571 ; saok ; 29 ; 18.00 
16C4487 ; fiqav ; 30 ; 15.00 
29T5812 ; tuovmb ; 16 ; 0.00 
28L7476 ; wca`b_dw ; 29 ; 6.00 
20S7877 ; iilmre_c ; 31 ; 11.00 
26N3438 ; rambaq ; 29 ; 18.00 
25H3531 ; fqbiu ; 17 ; 7.00 
21C8757 ; klipncq ; 24 ; 19.00 
21K1596 ; btg` ; 30 ; 18.00 
19Z3900 ; ddquuu ; 19 ; 17.00 
18G2172 ; tvrc`d` ; 27 ; 6.00 
24A3682 ; bxc`omv ; 16 ; 18.00 
12T8159 ; twawup`a ; 23 ; 0.00 
29Z2442 ; o`fn ; 27 ; 19.00 
29L4679 ; hrbdidi ; 21 ; 20.00 
28D7320 ; sjijg ; 18 ; 9.00 
23Z1046 ; hqntv`_b ; 22 ; 4.00 
18B4063 ; psnpxpc_a ; 31 ; 8.00 
23B9046 ; wjsgreie ; 16 ; 3.00 
21H5368 ; disial ; 21 ; 3.00 
15F2113 ; mhm_ppoe ; 24 ; 5.00 
23Y6552 ; nrbm ; 26 ; 12.00 
12G1381 ; f_b_p ; 30 ; 4.00 
28Z3018 ; qcrj ; 16 ; 18.00 
22E5651 ; vitxmtqk ; 29 ; 5.00 
13E2630 ; vejf ; 22 ; 19.00 
26U0336 ; msbcpt ; 22 ; 14.00 
28A9242 ; hexulntfj ; 16 ; 11.00 
17N9316 ; `_bwfd_ ; 22 ; 16.00 
15H3906 ; xlfk ; 21 ; 8.00 
15O9056 ; wedwnjwl ; 27 ; 13.00 
14C9686 ; gnbnohqel ; 19 ; 12.00 
29E3466 ; `f_kaio ; 21 ; 5.00 
27T5548 ; gbdvi ; 30 ; 3.00 
28X7571 ; abecmwkq ; 21 ; 20.00 
10I2152 ; krev ; 25 ; 17.00 
22C4970 ; jem`d_ro ; 18 ; 3.00 
26U4448 ; kqhx ; 31 ; 10.00 
19B9949 ; gspnui ; 16 ; 1.00 
19P0516 ; xqxjsoggl ; 17 ; 2.00 
13L8613 ; `itcc_rqt ; 22 ; 19.00 
11T7017 ; vdoavblc ; 25 ; 13.00 
21W3223 ; tjidklm ; 17 ; 18.00 
24I7915 ; klfoo ; 25 ; 16.00 
25H2957 ; kxxwmo ; 31 ; 15.00 
29L6804 ; krrdhs ; 23 ; 17.00 
14R1962 ; dpusha ; 25 ; 6.00 
20L2030 ; itdr ; 29 ; 15.00 
15T7985 ; cnqbjcdgq ; 20 ; 18.00 
24E6606 ; iwlqk_loh ; 18 ; 0.00 
18Q5357 ; j`rdfpj` ; 26 ; 12.00 
15C8048 ; kioek`g ; 28 ; 17.00 
12R4789 ; xlm`f ; 30 ; 9.00 
10P7578 ; uwbg` ; 29 ; 0.00 
23W8087 ; tsijv ; 19 ; 11.00 
10C1771 ; eddhnfv ; 25 ; 10.00 
14T0442 ; ggceaum ; 28 ; 3.00 
17M1690 ; ctk`_d_aw ; 28 ; 12.00 
10T2744 ; urjvhciga ; 29 ; 2.00 
23J4179 ; mxpmjqi ; 27 ; 14.00 
16U4710 ; hswlxk ; 22 ; 19.00 
26Z4548 ; gldavn ; 21 ; 10.00 
25T0650 ; tucui ; 24 ; 9.00 
25I3234 ; d`ih_xoha ; 27 ; 13.00 
17G2274 ; _ouh ; 23 ; 2.00 
29C2311 ; peerup ; 21 ; 12.00 
22Q5625 ; cflbqlsjc ; 22 ; 12.00 
21B1947 ; gmlw ; 29 ; 20.00 
13M7819 ; ugtjbepxi ; 18 ; 19.00 
19C2666 ; fcmbtb ; 25 ; 14.00 
26Z4829 ; lbbmmc ; 17 ; 7.00 
23A8962 ; leeghtc ; 18 ; 14.00 
28V1790 ; jr`pm ; 21 ; 19.00 
13C9114 ; bmgljk ; 31 ; 9.00 
12G9992 ; _dxprc ; 22 ; 8.00 
24R5557 ; oiw`u ; 23 ; 14.00 
17S4976 ; gplxkrf ; 24 ; 19.00 
11E3858 ; nigmes ; 30 ; 1.00 
18Y3485 ; `dusm ; 28 ; 0.00 
15H2310 ; chkqpex_ ; 26 ; 17.00 
29W7756 ; diqx ; 24 ; 20.00 
17P0090 ; w_fngeo ; 22 ; 14.00 
27K4452 ; xar_ ; 20 ; 7.00 
24P3423 ; bhtsrbk ; 25 ; 10.00 
20D9753 ; uakwq ; 20 ; 2.00 
19G5430 ; _lbrpos ; 22 ; 15.00 
22B6727 ; aofvarb ; 20 ; 0.00 
16R5934 ; ldkfoe ; 16 ; 14.00 
24R7460 ; fjiaoma` ; 24 ; 13.00 
17M4270 ; hmehqn ; 24 ; 7.00 
26L9468 ; vqt` ; 27 ; 15.00 
17L8458 ; xt_ees ; 31 ; 1.00 
22Q6182 ; phiki ; 25 ; 17.00 
13Q7917 ; p_bvevu ; 29 ; 7.00 
21S2282 ; mirwn_hqr ; 30 ; 15.00 
15M9954 ; kv_mqcg ; 20 ; 19.00 
22B5289 ; wispmc ; 20 ; 11.00 
15E0064 ; ujxat ; 23 ; 11.00 
10Z3215 ; sxnlorpj ; 29 ; 5.00 
13J8022 ; pjwshf_hs ; 17 ; 2.00 
21A5243 ; fkjgccpou ; 29 ; 7.00 
26M6113 ; cxojjejug ; 19 ; 18.00 
13J5509 ; ewsfv ; 27 ; 15.00 
22R2790 ; gnos ; 23 ; 17.00 
28I2970 ; ddqbxx_ut ; 20 ; 10.00 
18K5860 ; kmekh ; 24 ; 6.00 
10A2139 ; gqljpghfu ; 25 ; 12.00 
22P7777 ; m`ijpu ; 17 ; 16.00 
19W5722 ; devn ; 24 ; 5.00 
18B2569 ; gncta ; 31 ; 17.00 
16L5834 ; nxuuwj ; 22 ; 5.00 
24I9091 ; fmhap ; 20 ; 16.00 
20H0004 ; q`qo ; 28 ; 18.00 
17D9281 ; xe_ondh ; 19 ; 6.00 
17I6772 ; bkgrmljvq ; 18 ; 1.00 
25K0376 ; qrnrju ; 29 ; 1.00 
20E1727 ; e_ub ; 17 ; 14.00 
28G3050 ; wmknf ; 22 ; 19.00 
29B7327 ; pxvst`ngw ; 23 ; 9.00 
23X6054 ; j_vxj ; 26 ; 19.00 
14J1127 ; uwijg ; 30 ; 9.00 
11E8725 ; heqedbxi ; 17 ; 17.00 
25C3254 ; vdxh ; 30 ; 11.00 
28T0274 ; tigb ; 31 ; 15.00 
29C2457 ; qtaq```x ; 17 ; 20.00 
26J1315 ; mcibl ; 29 ; 3.00 
11E7089 ; tfhujg ; 29 ; 6.00 
24C4942 ; scuvrvgj ; 24 ; 8.00 
17F2941 ; wukumvoo ; 19 ; 13.00 
19I0564 ; ewmikxx ; 29 ; 5.00 
17K0230 ; vlenp`ks ; 27 ; 6.00 
14W9661 ; huiaveug ; 27 ; 20.00 
29E2563 ; ln_` ; 22 ; 13.00 
24P9315 ; jtaj ; 16 ; 9.00 
25O4686 ; ebdstevpm ; 16 ; 18.00 
19C7486 ; dpcdmp ; 26 ; 17.00 
22A5966 ; xsqqhkd ; 17 ; 14.00 
10J2813 ; lxwevx ; 26 ; 1.00 
27O3352 ; xwhlcwsm ; 16 ; 7.00 
10N2271 ; fsgrhhkwn ; 24 ; 2.00 
24J0142 ; pohtofiko ; 27 ; 3.00 
27D3652 ; lfvsdpb ; 31 ; 18.00 
19V7944 ; j_wbm ; 21 ; 2.00 
21L3800 ; lfjqw ; 25 ; 4.00 
15Y9295 ; bhcbks ; 24 ; 15.00 
25C7567 ; uxgmvxiq ; 20 ; 16.00 
20C7054 ; k_j_ ; 17 ; 14.00 
16B5470 ; qmrp ; 19 ; 13.00 
25N9756 ; wmtiogji` ; 21 ; 10.00 
12O3499 ; kffnoq ; 28 ; 20.00 
24N0694 ; uqsetjowh ; 20 ; 9.00 
19L2342 ; iehwqdle ; 25 ; 11.00 
10N7614 ; le`rc ; 29 ; 16.00 
25I5731 ; urkbfqew ; 25 ; 19.00 
24Z0835 ; sothjic ; 18 ; 15.00 
15O4182 ; pmqp`hc` ; 23 ; 4.00 
12J3452 ; jgjfb ; 19 ; 9.00 
21Z1390 ; bhxlnb ; 30 ; 16.00 
24K2006 ; v_qeduw ; 16 ; 4.00 
28P4091 ; i_tn ; 28 ; 15.00 
12L8474 ; sqg_vcw ; 22 ; 3.00 
22A3235 ; _twnwvua ; 30 ; 20.00 
24L2014 ; `kdxwbv_i ; 19 ; 14.00 
22Q5677 ; `dxwofhni ; 30 ; 3.00 
21K2265 ; iif_p`o ; 24 ; 10.00 
11K3393 ; riedxeu ; 16 ; 17.00 
13A2046 ; jti`od`jn ; 31 ; 13.00 
20G4541 ; svcinn ; 28 ; 3.00 
17N7496 ; bllododes ; 17 ; 2.00 
29D3408 ; nrpxhk ; 18 ; 3.00 
17T5848 ; lkctf ; 23 ; 19.00 
10A8406 ; qngrxuhiq ; 19 ; 15.00 
23L2252 ; spjqia ; 18 ; 9.00 
17U1311 ; ilts ; 25 ; 6.00 
23C3788 ; nefa_pe ; 31 ; 5.00 
24N2904 ; jfqfl`fub ; 26 ; 5.00 
22Q6219 ; mxgfs ; 30 ; 9.00 
23X1420 ; pllwjqqk ; 26 ; 1.00 
24J2387 ; c_vixu` ; 22 ; 2.00 
22Q3977 ; rhod`nii ; 18 ; 4.00 
20G4864 ; fgldwe ; 29 ; 6.00 
21X0780 ; wnkg` ; 16 ; 12.00 
24F3449 ; xuhd ; 20 ; 5.00 
12B9796 ; ra_hmi ; 30 ; 18.00 
13J5969 ; khkumg ; 31 ; 8.00 
12E8226 ; mm_d_leim ; 21 ; 12.00 
21N0648 ; ifjp ; 31 ; 5.00 
29A7594 ; qbqdj ; 16 ; 16.00 
16N4870 ; tifctwix ; 29 ; 16.00 
20D5485 ; moqrjtb ; 20 ; 0.00 
27X4773 ; cflccnbgs ; 30 ; 14.00 
19S9314 ; gfjrj ; 19 ; 0.00 
20B8519 ; jbqnl ; 20 ; 16.00 
18T9940 ; `q`nlkadv ; 26 ; 3.00 
25N6491 ; ogkb ; 31 ; 11.00 
10K7248 ; djrp ; 17 ; 7.00 
15I5371 ; usimawslr ; 20 ; 1.00 
15H4411 ; gefgukobr ; 20 ; 18.00 
22W7989 ; ohnjn ; 29 ; 17.00 
25K0654 ; bowutrk ; 25 ; 7.00 
15R5552 ; qobfrweag ; 30 ; 9.00 
26S5243 ; jpakpxd ; 19 ; 3.00 
19Q8771 ; rtc` ; 25 ; 17.00 
21F6571 ; ioqw ; 17 ; 15.00 
16U8829 ; foe_mib ; 31 ; 18.00 
13C8879 ; knlix ; 23 ; 3.00 
29J5185 ; afwqr` ; 24 ; 8.00 
19V4976 ; jjwt ; 28 ; 5.00 
12K7935 ; vlrv ; 20 ; 16.00 
16G8773 ; abtnmrjx ; 22 ; 18.00 
26W4111 ; saf_nf ; 18 ; 4.00 
11D9830 ; vweixehkq ; 31 ; 8.00 
24U7028 ; mbrl`vo ; 24 ; 13.00 
10Y5965 ; iobcxo ; 29 ; 9.00 
12X4226 ; ambxe ; 31 ; 11.00 
18K9964 ; __mc` ; 16 ; 5.00 
18N2314 ; kwpnxw`jc ; 17 ; 19.00 
14L0799 ; rwgg ; 17 ; 11.00 
27G4153 ; bixb ; 31 ; 18.00 
26K7200 ; lhif ; 31 ; 7.00 
22X1115 ; nqbsdcvqp ; 30 ; 5.00 
14H2653 ; xwgso ; 25 ; 6.00 
24X0781 ; ierf ; 30 ; 8.00 
29Q5381 ; kcoklk ; 16 ; 10.00 
29E4084 ; cc`vl`ibp ; 22 ; 13.00 
17C0102 ; vgero ; 29 ; 10.00 
17O9003 ; qhjckcc ; 24 ; 5.00 
20C2114 ; humxnmub ; 22 ; 12.00 
20G7612 ; bkbm ; 22 ; 11.00 
16X3990 ; hgwwwsb ; 18 ; 3.00 
28Q2514 ; lesbobda_ ; 19 ; 13.00 
21N2372 ; iajrrlj ; 25 ; 10.00 
21A2745 ; xqbxvrm ; 28 ; 3.00 
11W1261 ; xkpjrxe ; 26 ; 5.00 
11W3435 ; vtbjtj_ ; 31 ; 15.00 
25P6172 ; alri ; 19 ; 13.00 
14P3040 ; hxatt ; 18 ; 13.00 
19O3364 ; ouibou ; 26 ; 16.00 
14A9449 ; uhsreiq ; 20 ; 10.00 
19Y4684 ; otakfl ; 20 ; 20.00 
27V2740 ; gtosl_et ; 25 ; 1.00 
29N9272 ; qtecat ; 18 ; 18.00 
27L1180 ; ojvuggbfi ; 22 ; 3.00 
17O0132 ; looknl ; 30 ; 12.00 
12P7894 ; jakrkcri` ; 24 ; 8.00 
23T3935 ; `srsonjja ; 26 ; 8.00 
22J3143 ; gewfxqbm ; 31 ; 12.00 
28P7051 ; tqfjxslhr ; 22 ; 6.00 
11P1954 ; axqoqne ; 30 ; 15.00 
25M8206 ; qlqk_`k ; 31 ; 11.00 
26S8023 ; kxbqhii` ; 29 ; 5.00 
21Y0565 ; mqopj ; 21 ; 9.00 
23L3648 ; bedm ; 22 ; 9.00 
21T8165 ; fbrxrijcc ; 30 ; 0.00 
26U3661 ; whbews_g ; 27 ; 20.00 
25Z2887 ; ji`_gqq ; 16 ; 6.00 
19F0903 ; md`wprh ; 24 ; 1.00 
12T3761 ; evnwaxux ; 18 ; 15.00 
12O5403 ; lqttlrle ; 19 ; 19.00 
18B7403 ; pqjxtfvj ; 26 ; 3.00 
23X0831 ; ofplmd_ ; 19 ; 12.00 
12W0189 ; jq_wukgwj ; 18 ; 8.00 
12H1924 ; dmmgw ; 24 ; 11.00 
16U9975 ; b_vl_ ; 23 ; 10.00 
11S5437 ; sivgqwfwu ; 21 ; 7.00 
12X9591 ; ojkihfaka ; 25 ; 5.00 
27E0604 ; vfwnp ; 26 ; 3.00 
11U6243 ; vls` ; 27 ; 10.00 
21J6714 ; ersnrke ; 25 ; 16.00 
17X8192 ; grqksopp ; 17 ; 7.00 
14C4050 ; p_`eb ; 16 ; 6.00 
18F4212 ; xiinb ; 21 ; 0.00 
26Q1298 ; qlbuuein ; 29 ; 10.00 
13T3704 ; qpjuhi ; 20 ; 15.00 
22X0697 ; jtstjdu ; 27 ; 14.00 
23B7936 ; vokhi ; 28 ; 9.00 
19F6924 ; _cijhesn ; 17 ; 1.00 
14P8047 ; ekqrfi ; 16 ; 17.00 
23T5033 ; eiiaxhgp ; 31 ; 10.00 
24T6295 ; sspxh ; 16 ; 6.00 
15W3009 ; khhvpbfo ; 16 ; 5.00 
21V3805 ; ucp_ht ; 26 ; 16.00 
10K9989 ; ucxbt_me ; 19 ; 14.00 
27Q7329 ; mkims ; 21 ; 6.00 
12A8128 ; sdvu ; 29 ; 19.00 
23X0585 ; vwdih ; 22 ; 5.00 
19K4766 ; pubwrxs ; 24 ; 14.00 
21M8927 ; u_xdudt ; 23 ; 2.00 
14H4608 ; `fhtf ; 21 ; 12.00 
26G8039 ; `o_w ; 23 ; 16.00 
20T6694 ; xlxgwuqg ; 28 ; 0.00 
16Z8910 ; fwhdu ; 28 ; 19.00 
22T7666 ; tnmshw ; 26 ; 20.00 
15J6407 ; gbcn`ti ; 21 ; 1.00 
18S8647 ; _pgxkqdna ; 18 ; 14.00 
15T2671 ; skvk ; 28 ; 14.00 
14J0112 ; pn`ivom ; 21 ; 16.00 
16I1442 ; aohmiiqe ; 16 ; 15.00 
11B1604 ; nks_`l ; 26 ; 8.00 
19U0981 ; jttdc ; 25 ; 14.00 
12R3157 ; xfq`i ; 27 ; 13.00 
15B6747 ; l__jfe ; 20 ; 10.00 
15Q9868 ; bt`cdgo ; 20 ; 13.00 
20X8777 ; bwrhx ; 24 ; 12.00 
17S6345 ; `nwhxn ; 27 ; 17.00 
11E0178 ; ju`uts ; 18 ; 5.00 
26X6132 ; akh``wgm ; 16 ; 9.00 
11Y0319 ; fmhbeos ; 27 ; 18.00 
22C9287 ; q`ee ; 23 ; 7.00 
14X9040 ; nectmunsg ; 28 ; 1.00 
19H4690 ; jwribkfc ; 16 ; 20.00 
17F8941 ; plt`x ; 17 ; 0.00 
17J9813 ; ihbw ; 21 ; 11.00 
16F1942 ; bbkqwlr ; 21 ; 9.00 
